Race Category,Distance,Elevation Gain,Mean Finish Time,Winning Time,N Participants,Year,Country,distance_std,elevation_std
50K,48.0,2400,9.8856,5.4739,183,2017,HK,-0.30319254005275537,-0.06339322010971637
50K,51.2,2730,10.3917,5.4353,306,2018,HK,-0.22421840245263921,0.11354935719428097
50K,51.9,2740,10.4451,6.0894,320,2019,HK,-0.20694280985261393,0.11891125347622028
100K,104.0,3150,14.2656,9.4694,88,2014,GB,1.078854867949276,0.33874900103573213
100K,103.6,3150,15.0371,10.0639,161,2015,GB,1.0689831007492614,0.33874900103573213
100K,102.9,2000,14.9983,9.1569,196,2016,GB,1.0517075081492362,-0.27786907138728895
100K,102.9,2000,15.4465,10.1056,163,2017,GB,1.0517075081492362,-0.27786907138728895
100K,102.9,2190,15.393,9.3367,188,2018,GB,1.0517075081492362,-0.17599304203044197
100K,103.1,2300,15.4657,10.5311,210,2019,GB,1.0566433917492433,-0.11701218292910952
100K,102.8,2290,15.355,9.6669,273,2020,GB,1.0492395663492324,-0.12237407921104883
20K,16.4,660,2.3845,1.3869,273,2018,FR,-1.0830621488539016,-0.996363173167157
20K,16.4,650,2.3252,1.25,254,2019,FR,-1.0830621488539016,-1.0017250694490962
20K,17.3,660,2.1969,1.2931,200,2021,FR,-1.0608506726538691,-0.996363173167157
20K,17.3,660,2.2733,1.4136,286,2022,FR,-1.0608506726538691,-0.996363173167157
20K,16.5,655,2.2696,1.3131,398,2023,FR,-1.080594207053898,-0.9990441213081266
50K,27.0,2430,5.6075,3.4089,81,2018,ES,-0.8214603180535172,-0.04730753126389844
50K,50.7,2700,7.1817,5.1558,30,2014,IT,-0.23655811145265734,0.09746366834846303
50K,51.4,2300,7.21,5.6308,28,2015,IT,-0.21928251885263206,-0.11701218292910952
100M,167.6,4680,31.6537,25.0833,32,2018,GB,2.648465852751583,1.1591191321724472
100M,170.2,4750,31.0857,21.4,43,2019,GB,2.712632339551677,1.1966524061460224
100M,168.2,4740,25.9775,18.1506,50,2021,GB,2.6632735035516046,1.191290509864083
100M,168.2,4740,32.4333,24.3864,20,2022,GB,2.6632735035516046,1.191290509864083
100M,181.8,4740,33.0428,27.2622,13,2023,GB,2.9989135883520985,1.191290509864083
100K,64.3,4150,11.6035,8.1039,50,2017,AT,0.09908197334783583,0.8749386292296635
100K,64.9,4360,12.6976,8.7972,94,2018,AT,0.11388962414785782,0.9875384511503891
50K,62.0,3716,12.1003,7.9556,124,2023,AT,0.04231931194775248,0.6422323305934973
20K,15.2,600,2.0874,1.4394,167,2017,TR,-1.1126774504539452,-1.0285345508587929
20K,25.3,1710,4.3894,2.6689,74,2017,PT,-0.8634153286535788,-0.433364063563529
20K,25.1,1840,4.4329,3.0464,58,2018,PT,-0.868351212253586,-0.36365941189831796
20K,16.2,1050,2.5937,1.5439,55,2017,PT,-1.087998032453909,-0.7872492181715237
20K,16.3,1130,2.7425,1.8789,81,2018,PT,-1.0855300906539054,-0.7443540479160092
20K,30.0,2030,4.4026,3.0419,61,2017,IT,-0.7474220640534083,-0.261783382541471
20K,30.0,2030,4.3763,2.9844,62,2018,IT,-0.7474220640534083,-0.261783382541471
20K,30.0,2030,4.5121,2.8758,43,2019,IT,-0.7474220640534083,-0.261783382541471
20K,30.0,2030,4.7148,3.3864,31,2020,IT,-0.7474220640534083,-0.261783382541471
20K,28.9,1820,4.8964,3.2906,29,2021,IT,-0.7745694238534483,-0.3743832044621966
20K,30.0,2030,4.6607,3.0808,37,2022,IT,-0.7474220640534083,-0.261783382541471
20K,30.0,2030,4.7167,3.5503,18,2023,IT,-0.7474220640534083,-0.261783382541471
100K,100.0,4100,17.2453,9.5197,765,2014,AU,0.980137195949131,0.848129147819967
100K,96.4,4680,16.8449,8.8369,842,2015,AU,0.8912912911490004,1.1591191321724472
100K,100.0,4400,17.5038,9.3372,949,2016,AU,0.980137195949131,1.0089860362781464
100K,100.0,4400,17.5189,8.8667,1280,2017,AU,0.980137195949131,1.0089860362781464
100K,100.0,4390,17.4394,9.3028,1182,2018,AU,0.980137195949131,1.0036241399962071
100K,100.0,4400,17.517,9.5208,1346,2019,AU,0.980137195949131,1.0089860362781464
100K,100.0,4400,17.5173,9.8589,1400,2021,AU,0.980137195949131,1.0089860362781464
100K,97.0,2775,15.4559,8.1697,1064,2022,AU,0.9060989419490221,0.13767789046300788
100K,99.0,4400,17.8304,9.5497,983,2023,AU,0.9554577779490946,1.0089860362781464
20K,16.5,740,4.3142,2.2692,62,2017,TR,-1.080594207053898,-0.9534680029116425
50K,37.8,1590,8.3464,6.2586,30,2017,TR,-0.5549226036531254,-0.4977068189468008
50K,68.0,1730,13.7448,9.8872,6,2017,TR,0.1903958199479701,-0.4226402709996504
20K,31.3,870,6.1277,3.4186,43,2017,CN,-0.7153388206533612,-0.8837633512464314
20K,31.3,870,5.6456,3.6225,45,2018,CN,-0.7153388206533612,-0.8837633512464314
20K,31.4,930,6.2915,3.5436,15,2019,CN,-0.7128708788533575,-0.8515919735547955
20K,31.2,900,6.0215,3.0161,131,2020,CN,-0.7178067624533648,-0.8676776624006134
100K,74.7,3230,14.3981,9.3075,25,2017,GR,0.35574792054821325,0.38164417129124667
50K,65.4,2830,9.6013,5.9,847,2014,IT,0.12622933314787596,0.1671683200136741
50K,62.5,2220,9.549,5.7844,900,2015,IT,0.054659020947770615,-0.15990735318462404
50K,64.9,2480,9.8526,5.7322,798,2016,IT,0.11388962414785782,-0.020498049854201873
50K,66.8,2440,9.4692,5.5319,939,2017,IT,0.16078051834792653,-0.04194563498195913
50K,66.7,2630,9.7742,5.6403,820,2018,IT,0.15831257654792302,0.059930394374887834
50K,66.5,2430,9.4926,5.4231,1020,2019,IT,0.1533766929479157,-0.04730753126389844
50K,64.5,2440,9.5133,5.6561,622,2021,IT,0.10401785694784316,-0.04194563498195913
50K,65.0,2500,9.5364,5.5022,500,2022,IT,0.1163575659478613,-0.009774257290323244
50K,65.3,2322,9.4491,5.9297,674,2023,IT,0.12376139134787212,-0.10521601110884303
20K,31.0,1020,5.7757,3.1475,108,2017,EC,-0.722742646053372,-0.8033349070173417
100K,79.8,2740,9.9353,7.8833,26,2017,IE,0.48161295234839807,0.11891125347622028
100K,79.8,2740,9.839,7.3333,44,2018,IE,0.48161295234839807,0.11891125347622028
100K,79.8,2730,9.9815,7.8042,44,2019,IE,0.48161295234839807,0.11354935719428097
100K,80.0,2730,9.74,7.7833,22,2021,IE,0.4865488359484054,0.11354935719428097
100K,80.0,2730,10.3513,7.9864,43,2022,IE,0.4865488359484054,0.11354935719428097
20K,16.1,1730,3.1193,2.0256,33,2017,UA,-1.0904659742539125,-0.4226402709996504
100M,161.0,4270,22.4909,17.0839,34,2014,US,2.4855816939513438,0.9392813846129353
100M,161.0,4270,23.604,16.7639,38,2015,US,2.4855816939513438,0.9392813846129353
100M,161.0,4270,24.9486,16.8064,31,2016,US,2.4855816939513438,0.9392813846129353
100M,161.0,4270,23.6892,18.9819,30,2017,US,2.4855816939513438,0.9392813846129353
100M,161.0,4270,23.6127,17.0292,55,2018,US,2.4855816939513438,0.9392813846129353
100M,161.0,4270,23.5432,16.9389,60,2019,US,2.4855816939513438,0.9392813846129353
50K,42.9,1990,7.8217,5.6056,91,2017,CN,-0.4290575718529404,-0.28323096766922823
50K,43.3,2190,6.0405,3.7925,41,2018,CN,-0.41918580465292593,-0.17599304203044197
20K,33.2,1650,5.3731,3.2672,228,2017,PL,-0.6684479264532922,-0.4655354412551649
50K,36.4,1960,6.2187,3.8453,175,2018,PL,-0.5894737888531761,-0.2993166565150462
50K,36.2,1970,6.2383,4.0606,145,2019,PL,-0.5944096724531833,-0.29395476023310685
50K,36.4,1960,6.2534,3.5892,112,2021,PL,-0.5894737888531761,-0.2993166565150462
50K,36.4,1960,7.0592,4.58,91,2022,PL,-0.5894737888531761,-0.2993166565150462
50K,54.7,1550,6.4323,3.9531,293,2014,US,-0.13784043945251226,-0.519154404074558
50K,54.7,1550,6.6748,3.8161,296,2015,US,-0.13784043945251226,-0.519154404074558
50K,54.7,1550,6.5895,3.8222,289,2016,US,-0.13784043945251226,-0.519154404074558
50K,54.7,1550,6.8524,3.6561,198,2017,US,-0.13784043945251226,-0.519154404074558
50K,54.7,1550,6.7346,3.6183,211,2018,US,-0.13784043945251226,-0.519154404074558
50K,54.7,1550,6.8748,3.8767,143,2019,US,-0.13784043945251226,-0.519154404074558
50K,54.7,1550,6.7703,3.7881,183,2020,US,-0.13784043945251226,-0.519154404074558
50K,54.7,1550,6.5806,3.6672,125,2021,US,-0.13784043945251226,-0.519154404074558
50K,54.7,1550,4.4679,4.1675,10,2022,US,-0.13784043945251226,-0.519154404074558
50K,43.6,2100,7.0757,4.7053,154,2018,GB,-0.41178197925291493,-0.2242501085678958
50K,43.5,2130,7.3556,5.4772,132,2019,GB,-0.4142499210529186,-0.20816441972207786
50K,31.7,2350,5.5982,3.3142,109,2016,IT,-0.7054670534533467,-0.09020270151941295
20K,30.9,1610,4.4292,2.6817,231,2017,IT,-0.7252105878533757,-0.4869830263829222
50K,34.1,1610,5.1181,2.9203,248,2018,IT,-0.6462364502532596,-0.4869830263829222
20K,29.2,1490,4.7517,2.8989,369,2019,IT,-0.7671655984534373,-0.551325781766194
20K,29.3,1590,4.7487,2.8264,406,2021,IT,-0.7646976566534337,-0.4977068189468008
50K,33.5,1910,5.309,3.2619,391,2022,IT,-0.6610441010532814,-0.32612613792474276
50K,52.1,2810,9.0184,5.6011,65,2017,CN,-0.2020069262526066,0.15644452744979548
100M,163.0,6600,31.0467,21.7528,152,2018,AR,2.5349405299514163,2.188603218304795
100M,158.0,7190,32.0118,19.1492,216,2019,AR,2.411543439951235,2.5049550989392153
100M,163.7,8140,32.509,21.5069,238,2021,AR,2.5522161225514415,3.01433524572345
100M,163.7,8140,31.4373,19.4342,343,2022,AR,2.5522161225514415,3.01433524572345
100K,98.1,2430,13.5123,9.9064,63,2014,BE,0.9332463017490619,-0.04730753126389844
100K,102.5,2762,14.4826,9.7136,84,2015,BE,1.0418357409492216,0.13070742529648677
100K,103.5,2808,14.804,9.7156,95,2016,BE,1.0665151589492579,0.1553721481934076
100K,104.1,2323,15.8478,10.5006,80,2017,BE,1.0813228097492795,-0.1046798214806491
100K,106.8,3630,15.5769,11.31,194,2018,BE,1.1479572383493775,0.5961200225688192
50K,40.7,2790,6.5458,4.3703,94,2018,CH,-0.4833522914530201,0.14572073488591686
50K,53.6,3800,10.2451,6.7561,134,2019,CH,-0.1649877992525522,0.6872722593617875
50K,53.5,3810,7.9377,4.8664,82,2021,CH,-0.16745574105255587,0.6926341556437269
50K,54.0,3800,9.8434,6.3272,83,2022,CH,-0.1551160320525377,0.6872722593617875
50K,54.2,3820,9.607,6.265,121,2023,CH,-0.1501801484525304,0.6979960519256662
20K,23.8,1470,5.0473,3.0892,63,2018,JP,-0.9004344556536332,-0.5620495743300725
20K,21.1,840,2.3227,1.8108,38,2017,DE,-0.9670688842537312,-0.8998490400922493
20K,21.1,840,2.3531,1.5394,48,2019,DE,-0.9670688842537312,-0.8998490400922493
50K,56.4,2760,11.0438,6.9911,66,2017,CN,-0.0958854288524507,0.1296350460400989
50K,59.1,2300,11.5161,6.9311,72,2018,CN,-0.029251000252352687,-0.11701218292910952
50K,50.7,2950,10.3068,6.2206,132,2019,CN,-0.23655811145265734,0.23151107539694588
100K,76.5,3710,12.1302,8.8744,38,2017,BR,0.40017087294827847,0.6390151928243337
100K,78.6,3390,11.359,9.1619,21,2018,BR,0.4519976507483545,0.4674345118022757
100K,78.3,3620,13.6747,11.2922,19,2019,BR,0.4445938253483437,0.5907581262868798
100M,168.2,4600,25.6136,18.0381,9,2014,ES,2.6632735035516046,1.1162239619169327
100K,79.6,3940,15.9809,9.18,129,2017,GR,0.4766770687483908,0.7623388073089379
50K,58.1,2940,6.0704,5.6314,4,2018,GR,-0.05393041825238896,0.22614917911500657
20K,29.0,990,4.7657,3.2344,59,2018,TR,-0.7721014820534445,-0.8194205958631596
50K,42.9,1600,4.5319,3.5361,28,2018,FR,-0.4290575718529404,-0.49234492266486146
50K,49.8,1530,5.8437,4.5211,13,2019,FR,-0.25876958765269015,-0.5298781966384367
50K,65.3,2270,9.9427,6.575,27,2018,FR,0.12376139134787212,-0.13309787177492746
50K,66.8,2220,10.6662,8.3778,10,2019,FR,0.16078051834792653,-0.15990735318462404
50K,72.6,2440,11.1833,8.9333,8,2021,FR,0.30392114274813686,-0.04194563498195913
50K,39.6,1130,5.4588,3.6722,24,2018,FR,-0.5104996512530601,-0.7443540479160092
50K,39.7,1140,5.2744,3.4786,17,2019,FR,-0.5080317094530564,-0.73899215163407
100K,84.1,2300,11.441,8.7192,22,2014,ES,0.587734449748554,-0.11701218292910952
100K,84.1,2300,10.5789,7.7158,26,2015,ES,0.587734449748554,-0.11701218292910952
100K,82.9,2280,11.6524,8.3358,16,2016,ES,0.5581191481485107,-0.12773597549298815
50K,34.2,1660,4.8617,3.3997,19,2018,FR,-0.6437685084532558,-0.4601735449732256
20K,34.0,1420,4.1502,3.4494,8,2019,FR,-0.6487043920532632,-0.5888590557397692
20K,26.2,960,3.7346,2.6097,50,2017,BR,-0.8412038524535461,-0.8355062847089776
100K,81.0,2600,11.7495,7.6233,321,2014,FR,0.5112282539484417,0.04384470552906989
100K,81.9,2750,13.1903,8.8739,271,2015,FR,0.5334397301484745,0.1242731497581596
50K,72.5,2520,10.9325,7.02,372,2016,FR,0.3014532009481334,0.0009495352735553826
50K,72.5,2520,10.3424,6.7283,463,2017,FR,0.3014532009481334,0.0009495352735553826
100K,72.5,2870,10.9569,6.5531,459,2018,FR,0.3014532009481334,0.18861590514143137
100K,72.5,2870,10.6115,6.3661,499,2019,FR,0.3014532009481334,0.18861590514143137
100K,74.0,2870,10.4634,6.5617,508,2020,FR,0.33847232794818777,0.18861590514143137
100K,80.0,2950,11.0445,7.2794,464,2022,FR,0.4865488359484054,0.23151107539694588
100K,80.0,2970,11.4668,6.9014,562,2023,FR,0.4865488359484054,0.2422348679608245
100K,77.0,2870,11.2806,7.1458,554,2024,FR,0.4125105819482966,0.18861590514143137
20K,25.1,820,4.0431,2.5436,116,2016,BR,-0.868351212253586,-0.910572832656128
20K,24.9,580,3.8634,2.4497,62,2017,BR,-0.8732870958535933,-1.0392583434226714
20K,28.9,1240,3.7422,2.2086,414,2017,IT,-0.7745694238534483,-0.6853731888146768
20K,29.1,1240,4.0487,2.5764,636,2019,IT,-0.7696335402534409,-0.6853731888146768
50K,46.4,1670,6.0572,3.8928,304,2018,FR,-0.34267960885281346,-0.45481164869128626
50K,47.5,1650,5.9765,3.6664,354,2019,FR,-0.3155322490527735,-0.4655354412551649
20K,33.8,1040,4.0585,2.5983,381,2018,FR,-0.6536402756532705,-0.792611114453463
20K,33.5,1060,4.1132,2.5656,359,2019,FR,-0.6610441010532814,-0.7818873218895844
50K,45.0,2500,7.576,4.5997,312,2018,FR,-0.3772307940528642,-0.009774257290323244
20K,30.5,1530,4.6691,2.8839,66,2017,BR,-0.7350823550533901,-0.5298781966384367
20K,30.5,1530,5.3787,3.0556,67,2018,BR,-0.7350823550533901,-0.5298781966384367
20K,31.5,1170,3.5554,2.4703,116,2017,CH,-0.7104029370533539,-0.722906462788252
20K,31.5,1170,3.5631,2.4289,205,2018,CH,-0.7104029370533539,-0.722906462788252
20K,31.4,1220,3.806,2.4294,264,2019,CH,-0.7128708788533575,-0.6960969813785554
50K,41.0,1750,5.6168,3.5731,661,2018,FR,-0.4759484660530093,-0.4119164784357718
50K,43.0,1540,5.688,3.5714,808,2019,FR,-0.42658963005293676,-0.5245163003564973
50K,44.6,1590,5.9407,3.5403,757,2020,FR,-0.3871025612528787,-0.4977068189468008
50K,42.0,1900,5.7959,3.7606,480,2022,FR,-0.451269048052973,-0.33148803420668205
50K,43.3,1800,5.0867,2.925,535,2023,FR,-0.41918580465292593,-0.3851069970260752
50K,43.0,1800,5.685,3.3408,667,2024,FR,-0.42658963005293676,-0.3851069970260752
50K,49.5,2000,6.0935,3.595,348,2014,US,-0.266173413052701,-0.27786907138728895
50K,49.5,2000,6.0836,3.6722,328,2015,US,-0.266173413052701,-0.27786907138728895
50K,49.5,2000,6.1086,3.6381,312,2016,US,-0.266173413052701,-0.27786907138728895
50K,49.5,2000,6.2056,3.5531,437,2017,US,-0.266173413052701,-0.27786907138728895
50K,49.5,2000,6.2072,3.6097,410,2018,US,-0.266173413052701,-0.27786907138728895
50K,49.5,2000,6.4048,3.6261,439,2019,US,-0.266173413052701,-0.27786907138728895
50K,49.5,2000,4.2033,3.4022,40,2022,US,-0.266173413052701,-0.27786907138728895
50K,50.0,2000,4.0437,3.5572,25,2023,US,-0.2538337040526828,-0.27786907138728895
50K,62.3,2990,9.0144,5.6892,195,2017,ES,0.04972313734776329,0.2529586605247031
50K,61.2,3150,9.2387,6.0864,216,2018,ES,0.022575777547723528,0.33874900103573213
50K,61.2,3150,9.2551,6.0364,174,2019,ES,0.022575777547723528,0.33874900103573213
50K,61.2,3150,9.051,6.1883,168,2021,ES,0.022575777547723528,0.33874900103573213
50K,61.2,3150,9.285,6.0739,71,2023,ES,0.022575777547723528,0.33874900103573213
50K,52.0,2010,6.4649,4.5547,11,2018,FR,-0.20447486805261028,-0.2725071751053496
50K,49.7,1640,7.9189,6.8258,6,2019,FR,-0.26123752945269363,-0.4708973375371042
50K,40.6,2330,6.2773,4.2114,30,2020,FR,-0.48582023325302376,-0.10092649408329157
20K,21.3,1180,3.0282,1.6764,195,2018,IT,-0.962133000653724,-0.7175445665063126
20K,22.1,1330,3.2438,1.8533,222,2019,IT,-0.9423894662536948,-0.6371161222772229
20K,22.2,1315,2.9891,1.7106,215,2021,IT,-0.9399215244536911,-0.645158966700132
20K,22.0,1100,2.9007,1.6444,256,2022,IT,-0.9448574080536986,-0.7604397367618272
20K,22.0,1100,3.0238,1.7608,373,2023,IT,-0.9448574080536986,-0.7604397367618272
50K,53.0,3300,7.9218,5.22,93,2014,US,-0.179795450052574,0.41917744526482187
100K,81.0,4700,12.7403,8.4744,122,2015,US,0.5112282539484417,1.1698429247363258
100K,81.0,4700,13.3894,9.4133,96,2016,US,0.5112282539484417,1.1698429247363258
100K,81.0,4700,13.7883,9.5439,148,2017,US,0.5112282539484417,1.1698429247363258
100K,80.5,3000,12.0847,7.5117,140,2018,US,0.49888854494842355,0.25832055680664245
100K,80.5,3000,12.4463,8.6367,130,2019,US,0.49888854494842355,0.25832055680664245
50K,68.2,5840,12.8701,9.6669,5,2018,CH,0.19533170354797744,1.7810991008774075
50K,68.4,5530,13.2526,9.1506,12,2019,CH,0.20026758714798476,1.6148803161372889
20K,24.3,1190,3.0438,1.8764,272,2017,ES,-0.8880947466536151,-0.7121826702243733
20K,16.1,640,1.755,1.1231,358,2018,ES,-1.0904659742539125,-1.0070869657310355
50K,53.4,1690,6.4076,4.3097,46,2019,ES,-0.16992368285255952,-0.44408785612740764
50K,51.5,1700,5.9585,4.4717,50,2021,ES,-0.2168145770526284,-0.43872595984546836
50K,50.0,1700,6.2727,4.3708,66,2022,ES,-0.2538337040526828,-0.43872595984546836
50K,50.0,1700,6.1651,4.4431,70,2023,ES,-0.2538337040526828,-0.43872595984546836
100K,74.7,4810,16.4165,8.9736,807,2018,CH,0.35574792054821325,1.2288237838376581
100K,74.5,4860,16.7663,8.5214,774,2019,CH,0.3508120369482059,1.2556332652473547
100K,74.5,4860,15.8589,8.5139,582,2021,CH,0.3508120369482059,1.2556332652473547
100K,76.0,5300,16.9257,9.3306,625,2022,CH,0.38783116394826034,1.4915567016526845
100K,76.0,5300,17.1771,9.0061,1249,2023,CH,0.38783116394826034,1.4915567016526845
50K,50.0,1480,6.1679,3.2808,1000,2014,US,-0.2538337040526828,-0.5566876780481332
50K,50.0,1480,6.1321,3.08,978,2015,US,-0.2538337040526828,-0.5566876780481332
50K,50.0,1480,6.2837,3.3286,818,2016,US,-0.2538337040526828,-0.5566876780481332
50K,50.0,1480,6.3068,3.2783,699,2017,US,-0.2538337040526828,-0.5566876780481332
50K,50.2,1410,6.258,3.3011,601,2018,US,-0.2488978204526755,-0.5942209520217084
50K,50.2,1410,6.3642,3.2886,620,2019,US,-0.2488978204526755,-0.5942209520217084
50K,50.2,1410,6.0936,3.3011,592,2020,US,-0.2488978204526755,-0.5942209520217084
50K,50.2,1410,3.9284,3.2244,30,2022,US,-0.2488978204526755,-0.5942209520217084
50K,44.6,3550,10.5243,5.355,509,2018,CH,-0.3871025612528787,0.5532248523133046
50K,44.5,3550,10.6283,5.2817,602,2019,CH,-0.3895705030528823,0.5532248523133046
50K,44.5,3550,10.1944,5.6142,389,2021,CH,-0.3895705030528823,0.5532248523133046
50K,44.5,3670,11.4233,7.3125,113,2022,CH,-0.3895705030528823,0.6175676076965765
50K,42.0,3000,9.2632,4.6472,1307,2023,CH,-0.451269048052973,0.25832055680664245
50K,79.3,810,9.82,6.4325,111,2017,ES,0.46927324334837994,-0.9159347289380673
50K,79.4,1240,9.9041,6.4989,108,2018,ES,0.4717411851483838,-0.6853731888146768
50K,78.9,1060,9.7909,5.8517,112,2019,ES,0.45940147614836563,-0.7818873218895844
50K,48.7,1460,5.8444,3.8244,73,2017,BE,-0.2859169474527299,-0.5674114706120119
50K,48.1,1600,5.8833,4.0706,97,2018,BE,-0.3007245982527517,-0.49234492266486146
50K,48.6,1630,5.916,4.2156,69,2019,BE,-0.2883848892527336,-0.47625923381904356
50K,48.6,1580,5.5932,3.9569,64,2022,BE,-0.2883848892527336,-0.5030687152287401
50K,50.0,1580,5.6721,4.0519,70,2023,BE,-0.2538337040526828,-0.5030687152287401
100K,106.9,3010,14.8507,11.7144,32,2017,ES,1.1504251801493814,0.26368245308858174
100K,106.6,3630,14.589,10.2175,91,2018,ES,1.1430213547493702,0.5961200225688192
100K,106.0,4140,14.3178,10.0411,87,2019,ES,1.1282137039493485,0.8695767329477242
50K,40.0,2590,8.2423,4.9244,206,2017,KR,-0.5006278840530456,0.03848280924713058
50K,40.4,2780,8.5596,5.0736,276,2018,KR,-0.4907561168530311,0.14035883860397755
50K,41.1,3070,8.9018,5.8078,186,2019,KR,-0.47348052425300563,0.29585383078021765
50K,46.0,2590,6.308,4.1072,166,2018,ES,-0.35255137605282794,0.03848280924713058
50K,45.8,2650,6.5332,4.295,215,2019,ES,-0.35748725965283523,0.07065418693876646
50K,42.8,2320,6.1632,4.0481,242,2020,ES,-0.43152551365294406,-0.1062883903652309
50K,51.4,790,6.1431,3.865,74,2017,ES,-0.21928251885263206,-0.9266585215019458
50K,51.4,790,6.1248,3.6697,89,2018,ES,-0.21928251885263206,-0.9266585215019458
50K,51.1,820,6.1281,3.8386,94,2019,ES,-0.2266863442526429,-0.910572832656128
50K,55.5,870,6.5613,4.9925,39,2017,BR,-0.11809690505248331,-0.8837633512464314
20K,44.6,490,8.669,4.7856,45,2018,PH,-0.3871025612528787,-1.0875154099601252
50K,48.0,993,4.9026,3.2231,303,2018,CZ,-0.30319254005275537,-0.8178120269785778
100K,95.2,5960,26.1444,17.5567,7,2017,CN,0.8616759895489569,1.8454418562606794
100K,80.4,2830,13.3679,10.2078,5,2017,AU,0.49642060314842007,0.1671683200136741
100K,80.3,2820,13.6401,9.8047,10,2018,AU,0.49395266134841626,0.1618064237317348
20K,20.0,690,2.8556,1.6667,24,2017,KR,-0.9942162440537711,-0.980277484321339
100K,80.5,3500,10.8507,7.9917,31,2014,US,0.49888854494842355,0.5264153709036081
100K,80.5,3500,9.6653,7.9881,14,2015,US,0.49888854494842355,0.5264153709036081
100K,99.7,2073,15.8956,9.3264,153,2024,US,0.9727333705491201,-0.23872722852913195
50K,40.8,1160,5.8875,5.2833,16,2017,KR,-0.48088434965301663,-0.7282683590701913
50K,59.9,1350,9.3938,6.8667,24,2017,KR,-0.009507465852323736,-0.6263923297133444
20K,21.0,1250,2.7881,1.7256,804,2017,FR,-0.9695368260537348,-0.6800112925327374
20K,30.5,1350,4.4387,2.8364,253,2017,ES,-0.7350823550533901,-0.6263923297133444
20K,31.7,1610,4.5638,2.925,230,2018,ES,-0.7054670534533467,-0.4869830263829222
20K,31.7,1600,4.6286,2.8642,211,2019,ES,-0.7054670534533467,-0.49234492266486146
50K,51.3,2620,10.9995,8.1411,47,2017,VE,-0.22175046065263573,0.05456849809294852
100K,80.5,2150,10.1725,6.8386,64,2014,US,0.49888854494842355,-0.1974406271581992
100K,80.5,2150,10.0735,7.25,47,2015,US,0.49888854494842355,-0.1974406271581992
100K,80.5,2150,10.0702,7.3278,43,2016,US,0.49888854494842355,-0.1974406271581992
100K,80.5,2150,10.5843,8.6931,29,2017,US,0.49888854494842355,-0.1974406271581992
100K,80.5,2150,10.4153,6.9192,41,2018,US,0.49888854494842355,-0.1974406271581992
100K,80.5,2150,9.9329,7.625,30,2019,US,0.49888854494842355,-0.1974406271581992
20K,21.0,1190,5.4328,2.8014,54,2017,VE,-0.9695368260537348,-0.7121826702243733
20K,31.8,1360,4.8275,2.8042,330,2018,ES,-0.702999111653343,-0.621030433431405
100K,71.6,3580,11.4953,8.0842,120,2018,ES,0.27924172474810055,0.5693105411591226
50K,27.3,2440,5.6909,4.3361,15,2017,PT,-0.8140564926535063,-0.04194563498195913
50K,28.3,2390,3.7023,2.4708,13,2018,PT,-0.78937707465347,-0.0687551163916557
